기관명,대수,회기,의안번호,의안명,의안종류,발의일,발의자,발의자구분,공동발의여부,대표발의의원,공동발의의원,소관위원회,위원회상정일,위원회의결일,위원회처리결과,본회의상정일,본회의의결일,본회의처리결과,본회의회의록URL
남양주시의회,9,제301회,385,남양주시 청년 일자리 창출 촉진에 관한 조례 일부개정조례안,조례안,2024-03-06,원주영 김지훈(국) 이수련 박은경 김지훈(민) 이경숙 전혜연 김동훈 손정자 한근수 이상기 김영실 정현미 이진환,의회발의,Y,원주영,김지훈(국) 이수련 박은경 김지훈(민) 이경숙 전혜연 김동훈 손정자 한근수 이상기 김영실 정현미 이진환,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,386,남양주시 무형문화재 보존 및 지원 등에 관한 조례 일부개정조례안,조례안,2024-03-06,정현미 정현미 김지훈(국) 한송연 원주영 한근수 손정자 박은경 전혜연 이진환 이경숙 김지훈(민),의회발의,Y,정현미,김지훈(국) 한송연 원주영 한근수 손정자 박은경 전혜연 이진환 이경숙 김지훈(민),자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,387,남양주시 야생조류 충돌 저감 조례안,조례안,2024-03-06,박윤옥 김영실 손정자 이경숙 이상기 이정애 전혜연 김지훈(민) 조성대 이진환 박경원 이수련 한송연,의회발의,Y,박윤옥,김영실 손정자 이경숙 이상기 이정애 전혜연 김지훈(민) 조성대 이진환 박경원 이수련 한송연,복지환경위원회,2024-03-21,2024-03-21,,2024-03-22,2024-03-22,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,388,남양주시 1회용품 사용 줄이기 조례안,조례안,2024-03-06,박윤옥 김영실 손정자 이경숙 이상기 이정애 전혜연 김지훈(민) 조성대 이진환 박경원 이수련 한송연,의회발의,Y,박윤옥,김영실 손정자 이경숙 이상기 조성대 김지훈(민) 이진환 박경원 전혜연 이정애 이수련 한송연,복지환경위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,389,남양주시 한의약 육성지원 조례안,조례안,2024-03-06,한송연 김영실 이상기 이경숙 박은경 손정자 전혜연 김지훈(국) 김지훈(민) 한근수 원주영 정현미 박윤옥 김동훈 박경원 조성대 이진환,의회발의,Y,한송연,김영실 이상기 이경숙 박은경 손정자 전혜연 김지훈(국) 김지훈(민) 한근수 원주영 정현미 박윤옥 김동훈 박경원 조성대 이진환,복지환경위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,390,남양주시 도시계획 조례 일부개정조례안,조례안,2024-03-06,박경원 조성대 김동훈 이진환 이정애 김상수 손정자 박윤옥 한근수 전혜연 김지훈(국),의회발의,Y,박경원,조성대 김동훈 이진환 이정애 김상수 손정자 박윤옥 한근수 전혜연 김지훈(국),도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,391,남양주시 공동주택 지능형 홈네트워크 설비 설치 및 관리 등에 관한 조례안,조례안,2024-03-06,이진환 조성대 박경원 김동훈 이정애 김상수 박윤옥 한근수 손정자 전혜연 이수련 김지훈(민),의회발의,Y,이진환,조성대 박경원 김동훈 이정애 김상수 박윤옥 한근수 손정자 전혜연 이수련 김지훈(민),도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,392,남양주시 시내버스 공공관리제 운영에 관한 조례안,조례안,2024-03-06,김상수 정현미 조성대 박경원 김동훈 이정애 이진환 김지훈(민) 이수련 한송연,의회발의,Y,김상수,조성대 박경원 김동훈 이정애 이진환 정현미 이수련 한송연 김지훈(민),도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,393,남양주시 자동차관리사업 등록기준 등에 관한 조례안,조례안,2024-03-06,이정애 조성대 김동훈 박경원 한근수 김지훈(민) 이진환 김상수 박윤옥 이상기,의회발의,Y,이정애,조성대 김동훈 박경원 한근수 김지훈(민) 이진환 김상수 박윤옥 이상기,도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,394,남양주시 도로상 맨홀 등 작업구의 정비 및 관리에 관한 조례안,조례안,2024-03-06,김동훈 김상수 박경원 이진환 한근수 조성대 이정애 김지훈(국),의회발의,Y,김동훈,김상수 박경원 이진환 한근수 조성대 이정애 김지훈(민),도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,395,남양주시 옴부즈만 위촉 동의안,동의안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,396,남양주시정연구원 출연안,기타,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,397,남양주시 공유재산관리 조례 일부개정조례안,조례안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,398,남양주시 신청사 건립 추진위원회 설치 및 운영 조례안,조례안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,399,2023년도 공유재산관리계획 변경안 - 진접읍 풍양배드민턴장 설치,기타,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,400,2024년도 공유재산관리계획 수시1차안 - 남양주도시공사 현물출자 토지 환원 - 사능리 족구장 조성사업 - 별내 배수지 다목적 체육시설 조성사업 - 도농근린공원 기부채납 - 공영주차장 관리사무실 건립 - 백봉지구 종합의료시설 편입 공유재산 처분 - 도농근린공원 편입 공유재산 처분,조례안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,401,남양주시립박물관 설치 및 운영 조례 일부개정조례안,조례안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,402,남양주시 평생교육진흥 조례 일부개정조례안,조례안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-22,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,403,남양주시 청소년시설 설치 및 운영 조례 일부개정조례안,조례안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,404,남양주시 야구장 (이패·삼패) 운영·관리사무 민간위탁 동의안,동의안,2024-03-06,시장,시장발의,,,,자치행정위원회,2024-03-21,,부결,,,,
남양주시의회,9,제301회,405,학대피해아동쉼터(남아시설) 민간위탁 동의안,조례안,2024-03-06,시장,시장발의,,,,복지환경위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,406,도시관리계획(시설:문화공원436호) 결정(안) 의견청취안,의견청취,2024-03-06,시장,시장발의,,,,도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,407,남양주시 교통약자의 이동편의 증진에 관한 조례 일부개정조례안,조례안,2024-03-06,시장,시장발의,,,,도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,408,남양주시 어린이·노인·장애인 보호구역 실태조사 사무 민간위탁 동의안,동의안,2024-03-06,시장,시장발의,,,,도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,409,남양주시 도시재생 전략계획(변경)수립 의견청취안,의견청취,2024-03-06,시장,시장발의,,,,도시교통위원회,2024-03-21,2024-03-21,원안가결,2024-03-22,2024-03-22,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3472
남양주시의회,9,제301회,410,2023회계연도 결산검사위원 선임의 건,선임안,2024-03-14,의장,의회발의,,,,본회의,,,,2024-03-14,2024-03-14,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3466
남양주시의회,9,제302회,411,남양주시 지역자율방재단 운영 등에 관한 조례 일부개정조례안,조례안,2024-04-04,원주영 김지훈(국) 이수련 전혜연 한근수 박윤옥 정현미 김지훈(민) 한송연,의회발의,Y,원주영,김지훈(국) 이수련 전혜연 한근수 박윤옥 정현미 김지훈(민) 한송연,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,412,남양주시 공예산업 육성 및 지원에 관한 조례 일부개정조례안,조례안,2024-04-04,전혜연 김지훈(국) 이수련 박은경 한근수 박윤옥 정현미 원주영 김지훈(민),의회발의,Y,전혜연,김지훈(국) 이수련 박은경 한근수 박윤옥 정현미 원주영 김지훈(민),자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,413,남양주시 이스포츠(전자스포츠) 진흥에 관한 조례안,조례안,2024-04-04,정현미 김지훈(국) 이수련 한근수 김지훈(민) 원주영 전혜연 한송연 이진환 손정자,의회발의,Y,전자스포츠) 진흥에 관한 조례안(정현미,정현미 김지훈(국) 이수련 한근수 김지훈(민) 원주영 전혜연 한송연 이진환 손정자,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,414,남양주시 박물관 및 미술관 진흥 조례 일부개정조례안,조례안,2024-04-04,이수련 김지훈(국) 한근수 전혜연 박윤옥 한송연 김동훈 정현미 원주영 김지훈(민) 김영실 이정애 김상수 손정자,의회발의,Y,이수련,김지훈(국) 한근수 전혜연 박윤옥 한송연 김동훈 정현미 원주영 김지훈(민) 김영실 이정애 김상수 손정자,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,415,남양주시립박물관 설치 및 운영 조례 일부개정조례안,조례안,2024-04-04,이수련 김지훈(국) 한근수 김영실 전혜연 박윤옥 한송연 김동훈 정현미 원주영 김지훈(민) 이정애 김상수 손정자,의회발의,Y,이수련,김지훈(국) 한근수 김영실 전혜연 박윤옥 한송연 김동훈 정현미 원주영 김지훈(민) 이정애 김상수 손정자,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,416,남양주시 학교사회복지사업 지원 조례 일부개정조례안,조례안,2024-04-04,원주영 김지훈(국) 이수련 전혜연 한근수 박윤옥 정현미 김지훈(민) 이진환 한송연,의회발의,Y,원주영,김지훈(국) 이수련 전혜연 한근수 박윤옥 정현미 김지훈(민) 이진환 한송연,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,417,남양주시 가정 밖 청소년 보호 및 지원에 관한 조례안,조례안,2024-04-04,한근수 김지훈(국) 이수련 전혜연 김지훈(민) 한송연 김동훈 정현미 김영실 원주영,의회발의,Y,한근수,김지훈(국) 이수련 전혜연 김지훈(민) 한송연 김동훈 정현미 김영실 원주영,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,418,남양주시 청소년 인터넷중독 예방교육 조례 일부개정조례안,조례안,2024-04-04,김지훈(민) 김지훈(국) 한근수 전혜연 정현미 이수련 원주영 한송연,의회발의,Y,김지훈(민),김지훈(국) 한근수 전혜연 정현미 이수련 원주영 한송연,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,419,남양주시 환경기본 조례 전부개정조례안,조례안,2024-04-04,박윤옥 조성대 이경숙 한송연 손정자 이상기 이수련 전혜연 김동훈 이진환 박경원 김영실,의회발의,Y,박윤옥,조성대 이경숙 한송연 손정자 이상기 이수련 전혜연 김동훈 이진환 박경원 김영실,복지환경위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,420,남양주시 공중화장실 설치 및 관리 조례 전부개정조례안,조례안,2024-04-04,한송연 김영실 이상기 박윤옥 한근수 이수련 김동훈 이진환 정현미 이경숙 박경원 이정애 김지훈(민),의회발의,Y,한송연,김영실 이상기 박윤옥 한근수 이수련 김동훈 이진환 정현미 이경숙 박경원 이정애 김지훈(민),복지환경위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,수정가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,421,남양주시 자살예방 및 생명존중문화 조성을 위한 조례 일부개정조례안,조례안,2024-04-04,손정자 김영실 이상기 김상수 정현미 박윤옥 조성대 이경숙 한근수 이진환 이정애 이수련,의회발의,Y,손정자,김영실 이상기 김상수 정현미 박윤옥 조성대 이경숙 한근수 이진환 이정애 이수련,복지환경위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,422,남양주시 교통약자의 이동편의 증진에 관한 조례 일부개정조례안,조례안,2024-04-04,이진환 조성대 김상수 박윤옥 한송연 김동훈 이수련 손정자 박경원 이정애 정현미 원주영 김지훈(민),의회발의,Y,이진환,조성대 김상수 박윤옥 한송연 김동훈 이수련 손정자 박경원 이정애 정현미 원주영 김지훈(민),도시교통위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,423,2024년도 제1회 추가경정 예산안,예산안,2024-04-04,시장,시장발의,,,,예산결산특별위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,424,2024년도 제1차 기금운용계획 변경안,기타,2024-04-04,시장,시장발의,,,,예산결산특별위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,425,2024년 ~ 2028년도 중기기본인력운용계획 수립 보고,기타,2024-04-04,시장,시장발의,,,,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,426,남양주시-기업은행 중소기업 동행 금융지원 협약 체결안,기타,2024-04-04,시장,시장발의,,,,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,427,2024년도 공유재산관리계획 수시2차안 - 남양주시 동물보호센터 증축,기타,2024-04-04,시장,시장발의,,,,자치행정위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,,428,남양주시 지역사회보장협의체 구성 및 운영 조례 일부개정조례안,조례안,2024-04-04,시장,시장발의,,,,복지환경위원회,,,철회,,,,
남양주시의회,9,제302회,429,남양주시 군립공원위원회 설치 조례 전부개정조례안,조례안,2024-04-04,시장,시장발의,,,,복지환경위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,430,퇴계원중학교 운동장 지하 공영주차장 건립 실시협약 체결안,기타,2024-04-04,시장,시장발의,,,,도시교통위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,431,화도읍 도시재생활성화계획 변경 의견청취안,의견청취,2024-04-04,시장,시장발의,,,,도시교통위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제302회,432,남양주시 동물복지 및 유기동물로 인한 피해 지원 조례 일부개정조례안,조례안,2024-04-04,시장,시장발의,,,,도시교통위원회,2024-04-22,2024-04-22,원안가결,2024-04-23,2024-04-23,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3494
남양주시의회,9,제303회,433,남양주시의회 지방공무원 복무 조례 일부개정조례안,조례안,2024-05-31,김지훈(민) 의원 박경원 김상수 김지훈(국) 이수련 조성대 이경숙 김영실 이진환,의회발의,Y,김지훈(민),박경원 김상수 김지훈(국) 이수련 조성대 이경숙 김영실 이진환,운영위원회,2024-06-12,2024-06-12,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,434,남양주시 폭염·한파 피해 예방 및 지원 조례안,조례안,2024-05-31,"원주영,김지훈(국),이수련한근수,김지훈(민),김영실,정현미,박윤옥,전혜연, 이진환,손정자,한송연, 박은경",의회발의,Y,원주영,김지훈(국) 이수련 한근수 김지훈(민) 김영실 정현미 박윤옥 전혜연 이진환 손정자 한송연 박은경,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,435,남양주시 문화콘텐츠산업 진흥 조례안,조례안,2024-05-31,"정현미, 김지훈(국), 이수련, 전혜연, 한근수, 이정애, 손정자, 이진환, 김지훈(민)",의회발의,Y,정현미,김지훈(국) 이수련 전혜연 한근수 이정애 손정자 이진환 김지훈(민),자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,436,남양주시 정약용문화제 조례 일부개정조례안,조례안,2024-05-31,"전혜연,김지훈(국),이수련,정현미,이상기,원주영, 김지훈(민),한근수",의회발의,Y,전혜연,김지훈(국) 이수련 정현미 이상기 원주영 김지훈(민) 한근수,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,437,남양주시 장학기금 설치 및 운용 조례 일부개정조례안,조례안,2024-05-31,"김지훈(민), 김지훈(국), 한근수, 이수련, 원주영, 조성대, 박윤옥, 김영실, 이정애, 박경원",의회발의,Y,김지훈(민),김지훈(국) 한근수 이수련 원주영 조성대 박윤옥 김영실 이정애 박경원,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,438,남양주시 평생교육진흥 조례 일부개정조례안,조례안,2024-05-31,이수련 의원 등 12명,의회발의,Y,이수련,김지훈(국) 박은경 한근수 김지훈(민) 원주영 정현미 전혜연 한송연 박윤옥 이경숙 박경원,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,439,남양주시 청소년시설 설치 및 운영 조례 일부개정조례안,조례안,2024-05-31,전혜연 의원 등 8명,의회발의,Y,전혜연,김지훈(국) 이수련 정현미 이상기 원주영 김지훈(민) 한근수,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,440,국가유산 체제 전환에 따른 남양주시 고향사랑 기부금 모금 및 운용에 관한 조례 등 13개 조례의 일부개정조례안,조례안,2024-05-31,정현미 의원 등 9명,의회발의,Y,정현미,김지훈(국) 이수련 전혜연 한근수 이정애 이진환 손정자 김지훈(민),자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,441,남양주시 스포츠클럽 육성 및 지원에 관한 조례안,조례안,2024-05-31,한근수 의원 등 12명,의회발의,Y,한근수,김지훈(국) 이수련 박은경 김지훈(민) 원주영 박윤옥 전혜연 이진환 손정자 김영실 정현미,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,442,남양주시 공공체육시설 자동심장충격기 설치 지원 조례안,조례안,2024-05-31,김지훈(국) 의원 등 9명,의회발의,Y,김지훈(국),이수련 정현미 김영실 원주영 전혜연 김지훈(민) 한근수 박은경,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,443,남양주시 체육시설 운영 및 관리 조례 일부개정조례안,조례안,,한근수 의원,의회발의,Y,한근수,김지훈(국) 이수련 김지훈(민) 원주영 박윤옥 박은경 전혜연 이진환 손정자 김영실 정현미,보류,,,,,,,
남양주시의회,9,제303회,444,남양주시 독서문화진흥 조례 일부개정조례안,조례안,2024-05-31,김지훈(국) 의원 등 9명,의회발의,Y,김지훈(국),이수련 정현미 김영실 원주영 전혜연 김지훈(민) 한근수 박은경,자치행정위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,445,남양주시 긴급복지지원에 관한 조례 일부개정조례안,조례안,2024-05-31,박윤옥 의원 등 14명,의회발의,Y,박윤옥,김영실 이상기 조성대 이정애 김지훈(민) 이경숙 한송연 박경원 이수련 원주영 이진환 손정자 한근수,복지환경위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,446,남양주시 도시숲등의 조성 및 관리에 관한 조례 일부개정조례안,조례안,2024-05-31,손정자 의원 등 10명,의회발의,Y,손정자,김영실 이상기 박윤옥 이경숙 한송연 정현미 이진환 전혜연 원주영,복지환경위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,447,남양주시 응급의료 지원에 관한 조례 일부개정조례안,조례안,2024-05-31,이경숙 의원 등 12명,의회발의,Y,이경숙,김영실 이상기 박윤옥 박경원 조성대 김동훈 이수련 한근수 전혜연 손정자 한송연,복지환경위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
남양주시의회,9,제303회,448,남양주시 학생 바른 체형 관리 지원에 관한 조례안,조례안,2024-05-31,이경숙 의원 등 12명,의회발의,Y,이경숙,김영실 이상기 박윤옥 박경원 조성대 김동훈 이수련 한근수 전혜연 손정자 한송연,복지환경위원회,2024-06-11,2024-06-11,원안가결,2024-06-19,2024-06-19,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3511
