기관명,대수,회기,의안번호,의안명,의안종류,발의일,발의자,발의자구분,공동발의여부,대표발의의원,공동발의의원,소관위원회,위원회상정일,위원회의결일,위원회처리결과,본회의상정일,본회의의결일,본회의처리결과,본회의회의록URL
남양주시의회,9,제287회,1,의장 선거의 건,기타,2022-07-01,김현택(의장직무대행),의회발의,,,,,,,,2022-07-01,2022-07-01,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3104
남양주시의회,9,제287회,2,부의장 선건의 건,기타,2022-07-01,의장,의회발의,,,,,,,,2022-07-01,2022-07-01,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3104
남양주시의회,9,제287회,3,상임위원회 위원 선임의 건,기타,2022-07-05,의장,의회발의,,,,,,,,2022-07-05,2022-07-05,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3125
남양주시의회,9,제287회,4,자치행정위원회 위원장 선거의 건,기타,2022-07-05,의장,의회발의,,,,,,,,2022-07-05,2022-07-05,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3125
남양주시의회,9,제287회,5,복지환경위원회 위원장 선거의 건,기타,2022-07-05,의장,의회발의,,,,,,,,2022-07-05,2022-07-05,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3125
남양주시의회,9,제287회,6,도시교통위원회 위원장 선거의 건,기타,2022-07-05,의장,의회발의,,,,,,,,2022-07-05,2022-07-05,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3125
남양주시의회,9,제287회,7,상임위원회 위원 변경의 건,기타,2022-07-06,의장,의회발의,,,,,,,,2022-07-06,2022-07-06,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3126
남양주시의회,9,제287회,8,운영위원회 위원 선임의 건,기타,2022-07-06,의장,의회발의,,,,,,,,2022-07-06,2022-07-06,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3126
남양주시의회,9,제287회,9,운영위원회 위원장 선거의 건,기타,2022-07-06,의장,의회발의,,,,,,,,2022-07-06,2022-07-06,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3126
남양주시의회,9,제287회,10,회기 결정의 건,기타,2022-07-06,의장,의회발의,,,,,,,,2022-07-06,2022-07-06,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3126
남양주시의회,9,제287회,11,회의록 서명 의원 선출의 건,기타,2022-07-06,의장,의회발의,,,,,,,,2022-07-06,2022-07-06,,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3126
남양주시의회,9,제288회,12,남양주시의회 위원회 조례 일부개정조례안,조례안,2022-07-12,김영실 김지훈(국) 조성대 이상기 이경숙 박경원,의회발의,Y,김영실,조성대 김지훈(국) 박경원 이상기 이경숙,운영위원회,2022-07-22,2022-07-22,원안가결,2022-07-25,2022-07-25,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3133
남양주시의회,9,제288회,13,2021년도 공유재산관리계획 변경안(별내 노인복지관 건립),기타,2022-07-12,시장,시장발의,,,,,2022-07-22,2022-07-22,원안가결,2022-07-25,2022-07-25,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3133
남양주시의회,9,제288회,14,2022년도 공유재산관리계획 수시2차안(신송능배수지 및 송·배수관로 설치공사),기타,2022-07-12,시장,시장발의,,,,자치행정위원회,2022-07-22,2022-07-22,원안가결,2022-07-25,2022-07-25,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3133
남양주시의회,9,제288회,15,"도시관리계획(용도지역 변경, 주차장365) 변경 결정 의견청취안",의견청취,2022-07-12,시장,시장발의,,,,도시교통위원회,2022-07-22,2022-07-22,원안가결,2022-07-25,2022-07-25,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3133
남양주시의회,9,제288회,16,덕소 재정비촉진지구 재정비촉진계획 변경 의견청취안,의견청취,2022-07-12,시장,시장발의,,,,도시교통위원회,2022-07-22,2022-07-22,원안가결,2022-07-25,2022-07-25,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3133
남양주시의회,9,제289회,17,남양주시의회 위원회 조례 일부개정조례안,조례안,2022-08-17,이수련 김지훈(민) 박경원 김영실 김지훈(국) 이경숙 조성대 김상수,의회발의,Y,이수련,김지훈(민) 박경원 김영실 김지훈(국) 이경숙 조성대 김상수,운영위원회,2022-08-30,2022-08-30,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,18,남양주시의 공론화위원회 설치 및 운영 조례안,조례안,2022-08-17,박은경 한근수 이진환 손정자 이수련 박윤옥 전혜연 원주영,의회발의,,,,자치행정위원회,2022-08-29,,보류,,,,
남양주시의회,9,제289회,19,남양주시 지역상권 상생 및 활성화에 관한 조례안,조례안,2022-08-17,김지훈(국) 김영실 이진환 김지훈(민) 원주영 전혜연 이수련,의회발의,Y,김지훈(국),김영실 이진환 김지훈(민) 원주영 전혜연 이수련,자치행정위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,20,남양주시 음식판매자동차 영업장소 등에 관한 조례 일부개정조례안,조례안,2022-08-17,이진환 김지훈(국) 한근수 김동훈 조성대 김지훈(민) 김상수 이정애 이수련 정현미 박은경 전혜연 원주영,의회발의,Y,이진환,김지훈(국) 한근수 김동훈 조성대 김지훈(민) 김상수 이정애 이수련 정현미 박은경 전혜연 원주영,자치행정위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,21,남양주시 공동주택 관리 조례 일부개정조례안,조례안,2022-08-17,김상수 조성대 이정애 김지훈(민) 김동훈 손정자 이수련 이진환,의회발의,Y,김상수,조성대 이정애 김지훈(민) 김동훈 손정자 이수련 이진환,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,22,남양주시 중증장애인 반려동물 진료비 지원 조례안,조례안,2022-08-17,한근수 조성대 김동훈 이진환 김지훈(국) 김지훈(민) 박은경 박경원 전혜연,의회발의,Y,한근수,조성대 김동훈 이진환 김지훈(국) 김지훈(민) 박은경 박경원 전혜연,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,23,2022년도 제2회 추가경정예산안,예산안,2022-08-18,시장,시장발의,,,,예산결산특별위원회,2022-09-02,2022-09-02,수정가결,2022-09-07,2022-09-07,수정가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,24,2022년 음식물자원화시설 주변영향지역 주민지원기금 운용계획 변경안,기타,2022-08-18,시장,시장발의,,,,예산결산특별위원회,2022-09-02,2022-09-02,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,25,남양주시 주민자치센터 설치 및 운영 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,자치행정위원회,2022-09-02,2022-09-02,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,26,남양주시 공유재산관리 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,,2022-08-29,2022-08-29,수정가결,2022-09-07,2022-09-07,수정가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,27,2021년도 공유재산관리계획 변경안 -수동면 복지회관 건립,기타,2022-08-18,시장,시장발의,,,,자치행정위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,28,2023년 한국지방세연구원 출연 동의안,동의안,2022-08-18,시장,시장발의,,,,자치행정위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,29,남양주시 사회복지관 희망케어센터 설치 및 운영 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,복지환경위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,30,남양주시 자원회수시설 민간투자사업 동의안,동의안,2022-08-18,시장,시장발의,,,,복지환경위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,31,남양주시 자원회수시설 및 남양주 자원순환종합단지 민간투자사업의 한국환경공단 업무 위수탁 동의안,동의안,2022-08-18,시장,시장발의,,,,복지환경위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,32,남양주시 광역 소각잔재 매립장 운영 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,복지환경위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,33,남양주시 통합방위협의회 구성 및 운영 등에 관한 조례 전부개정조례안,조례안,2022-08-18,시장,시장발의,,,,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,34,남양주시 도시계획 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,35,남양주시 교통약자의 이동편의 증진에 관한 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,36,남양주시 주차장 조례 일부개정조례안,조례안,2022-08-18,시장,시장발의,,,,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,37,남양주시 농촌총각 국제결혼 지원에 관한 조례 폐지조례안,조례안,2022-08-18,시장,시장발의,,,,도시교통위원회,2022-08-29,2022-08-29,원안가결,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,38,예산결산특별위원회 구성 및 위원 선임안,선임안,2022-08-22,의장,의회발의,,,,본회의,,,,2022-08-26,2022-08-26,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3139
남양주시의회,9,제289회,39,상임위원회 위원 사보임의건,기타,2022-08-22,의장,의회발의,,,,본회의,,,,2022-08-26,2022-08-26,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3139
남양주시의회,9,제289회,40,2022년도 행정사무감사계획서 승인의 건,승인안,2022-09-06,운영위원장,의회발의,,,,본회의,,,,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제289회,41,별내동 물류창고 공정 감사 촉구 결의안,결의안,2022-09-06,전체의원,의회발의,Y,전체,김현택 이상기 김지훈(민) 김지훈(국) 김영실 조성대 이정애 박은경 박경원 박윤옥 이경숙 한근수 정현미 한송연 이수련 김상수 이진환 원주영 손정자 전혜연,본회의,,,,2022-09-07,2022-09-07,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3154
남양주시의회,9,제290회,42,남양주시 농민기본소득 지원 조례안,조례안,2022-09-27,이상기 이정애 김동훈 박경원 조성대 김상수 이진환 전혜연,의회발의,Y,이상기,이정애 김동훈 박경원 조성대 김상수 이진환 전혜연,도시교통위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,43,2021회계연도 결산 승인안,승인안,2022-09-28,시장,시장발의,,,,예산결산특별위원회,2022-10-17,2022-10-17,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,44,2021회계연도 예비비 지출 승인안,승인안,2022-09-28,시장,시장발의,,,,예산결산특별위원회,2022-10-17,2022-10-17,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,45,남양주시 정책 및 법률자문관 운영 조례 일부개정조례안,조례안,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,46,남양주시 지방공무원정원 조례 일부개정조례안,조례안,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,47,2023년도 공유재산관리계획안,기타,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,48,2023년 경기신용보증재단 출연 동의안(중소기업 특례보증),동의안,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,49,2023년 경기도 중소기업육성기금 출연 동의안,동의안,2022-09-28,시장,시장발의,,,,,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,50,2023년 경기신용보증재단 출연 동의안(소상공인 특례보증),동의안,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,51,남양주시 시세 징수 조례 일부개정조례안,조례안,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,52,열린(이동)도서관 민간위탁 동의안,동의안,2022-09-28,시장,시장발의,,,,자치행정위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,53,남양주시장애인주간보호센터 민간위탁 재계약 동의안,동의안,2022-09-28,시장,시장발의,,,,복지환경위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,54,남양주시 아동 급식지원 조례 일부개정조례안,조례안,2022-09-28,시장,시장발의,,,,복지환경위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,55,2023년 특별대책지역 수질보전정책협의회 출연 동의안,동의안,2022-09-28,시장,시장발의,,,,복지환경위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,56,퇴계원1구역 정비계획 수립 및 정비구역 지정 의견청취안,의견청취,2022-09-28,시장,시장발의,,,,도시교통위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,57,덕송~내각 민자도로 임시 운영을 위한 비용 분담 협약 (합의서) 체결 동의안,동의안,2022-09-28,시장,시장발의,,,,도시교통위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,58,2023년 경기도 농업농촌진흥기금 출연 동의안,동의안,2022-09-28,시장,시장발의,,,,도시교통위원회,2022-10-12,2022-10-12,원안가결,2022-10-18,2022-10-18,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3176
남양주시의회,9,제290회,59,시장 등 관계 공무원 출석요구의 건,기타,2022-10-06,운영위원회,의회발의,,,,본회의,,,,2022-10-06,2022-10-06,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3165
남양주시의회,9,제290회,60,예산결산특별위원회 구성 및 위원 선임안,선임안,2022-10-06,의장,의회발의,,,,본회의,,,,2022-10-06,2022-10-06,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3165
남양주시의회,9,제291회,61,남양주시의회 의원 의정활동비 등 지급에 관한 조례 일부개정조례안,조례안,2022-11-11,김지훈(민) 박경원 김지훈(국) 이수련 김영실 이경숙 조성대 김상수,의회발의,Y,김지훈(민),박경원 김지훈(국) 조성대 김영실 이경숙 이수련 김상수,운영위원회,2022-12-02,2022-12-02,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,62,남양주시 지속가능발전 기본 조례안,조례안,2022-11-11,원주영 조성대 한근수 김지훈(국) 전혜연 박윤옥 이진환 이수련 박은경 정현미 김지훈(민),의회발의,Y,원주영,조성대 한근수 김지훈(국) 전혜연 박윤옥 이진환 이수련 박은경 정현미 김지훈(민),자치행정위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,63,남양주시정연구원 설립 및 운영 조례안,조례안,2022-11-14,조성대 한근수 원주영 김동훈 전혜연 박윤옥 김지훈(구) 이정애 이진환 김지훈(민),의회발의,Y,조성대,한근수 원주영 김동훈 전혜연 박윤옥 김지훈(국) 이정애 이진환 김지훈(민),자치행정위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,64,남양주시 인성교육 진흥에 관한 조례안,조례안,2022-11-11,이수련 김지훈(국) 김지훈(민) 전혜연 원주영 이진환 손정자 박경원 박은경 이정애,의회발의,Y,이수련,김지훈(국) 김지훈(민) 전혜연 원주영 이진환 손정자 박경원 박은경 이정애,자치행정위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,65,남양주시 보호관찰 대상자 등에 대한 사회정착 지원 조례안,조례안,2022-11-11,박윤옥 한송연 전혜연 박경원 원주영 이정애 이진환 이경숙 이상기 김영실 손정자,의회발의,Y,박윤옥,한송연 전혜연 박경원 원주영 이정애 이진환 이경숙 이상기 김영실 손정자,복지환경위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,66,남양주시 경로당 지원 조례 일부개정조례안,조례안,2022-11-11,김영실 박윤옥 한송연 이정애 이수련 이경숙 이상기 손정자,의회발의,Y,김영실,박윤옥 한송연 이정애 이수련 이경숙 이상기 손정자,복지환경위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,67,남양주시 청년 기본 조례 일부개정조례안,조례안,2022-11-11,전혜연 이상기 김영실 김동훈 이경숙 손정자 한송연 정혐니 김지훈(국) 이수련 원주영 김지훈(민) 박윤옥,의회발의,Y,전혜연,이상기 김영실 김동훈 이경숙 손정자 한송연 정현미 김지훈(국) 이수련 원주영 김지훈(민) 박윤옥,복지환경위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,68,남양주시 생활소음·진동 및 비산먼지 저감 실천에 관한 조례 일부개정조례안,조례안,2022-11-11,김상수 김영실 조성대 박경원 이진환 이정애 이수련 박윤옥 한송연 이상기 손정자 이경숙,의회발의,Y,김상수,김영실 조성대 박경원 이진환 이정애 이수련 박윤옥 한송연 이상기 손정자 이경숙,복지환경위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,69,남양주시 지역치안협의회 설치 및 운영 조례 일부개정조례안,조례안,2022-11-11,박경원 조성대 김상수 이정애 김동훈 이진환 한근수,의회발의,Y,박경원,조성대 김상수 이정애 김동훈 이진환 한근수,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,70,남양주시 범죄피해자 보호 및 지원 조례 폐지조례안,조례안,2022-11-11,김동훈 조성대 김상수 이정애 박경원 이진환 전혜연,의회발의,Y,김동훈,조성대 김상수 이정애 박경원 이진환 전혜연,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,71,남양주시 지역사회 안전 및 범죄피해자 보호지원 조례 일부개정조례안,조례안,2022-11-11,김동훈 조성대 김상수 이정애 박경원 이진환 전혜연,의회발의,Y,김동훈,조성대 김상수 이정애 박경원 이진환 전혜연,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,72,남양주시 어린이 안전관리에 관한 조례안,조례안,2022-11-11,정현미 조성대 김지훈(국) 이진환 원주영 전혜연 박경원 이수련 김상수 이정애,의회발의,Y,정현미,조성대 김지훈(국) 이진환 원주영 전혜연 박경원 이수련 김상수 이정애,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,73,남양주시 도시계획 조례 일부개정조례안,조례안,2022-11-14,조성대 이상기 김지훈(민) 박경원 김동훈 한근수 이정애 김상수 이진환,의회발의,Y,조성대,이상기 김지훈(민) 박경원 김동훈 한근수 정현미 이정애 김상수 이진환,도시교통위원회,2022-12-01,2022-12-01,수정가결,2022-12-15,2022-12-15,수정가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,74,남양주시 건축 조례 일부개정조례안,조례안,2022-11-11,이정애 조성대 김상수 박경원 이진환 이수련 박윤옥 원주영 김영실,의회발의,Y,이정애,조성대 김상수 박경원 이진환 이수련 박윤옥 원주영 김영실,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,75,남양주시 철도정책자문위원회 설치 및 운영에 관한 조례안,조례안,2022-11-14,이진환 조성대 김상수 이정애 박경원 김동훈 김지훈(민) 박윤옥 원주영 이수련 한송연 정현미,의회발의,Y,이진환,조성대 김상수 이정애 박경원 김동훈 김지훈(민) 박윤옥 원주영 이수련 한송연 정현미,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,76,남양주시 보행안전 및 편의증진에 관한 조례 일부개정조례안,조례안,2022-11-11,원주영 조성대 이진환 이정애 김지훈(국) 전혜연 김지훈(민) 박경원 이수련 김동훈 한근수 박윤옥 김상수,의회발의,Y,원주영,조성대 이진환 이정애 김지훈(국) 전혜연 김지훈(민) 박경원 이수련 김동훈 한근수 박윤옥 김상수,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
남양주시의회,9,제291회,77,남양주시 주차장 조례 일부개정조례안,조례안,2022-11-11,이진환 조성대 김상수 이정애 박경원 김동훈 김지훈(민) 박윤옥 원주영 이수련 한송연 정현미,의회발의,Y,이진환,조성대 김상수 이정애 박경원 김동훈 김지훈(민) 박윤옥 원주영 이수련 한송연 정현미,도시교통위원회,2022-12-01,2022-12-01,원안가결,2022-12-15,2022-12-15,원안가결,https://www.nyjc.go.kr/minutes/svc/web/cms/mnts/SvcMntsViewer.php?schSn=3212
